,core,peri,log2fc,pvalue
CEACAM3,0.05925890527826,0.159819759643397,-0.100560854365138,0.011799737036299
ARHGAP30,0.295413288596897,0.395307215812893,-0.099893927215996,0.145332091525665
DIAPH1,0.192644815435882,0.292409581671971,-0.099764766236089,0.084356625436845
METTL9,0.689277277633287,0.788570315663894,-0.099293038030607,0.306790694663152
XKR8,0.050058630676316,0.149341235459679,-0.099282604783363,0.008510227275618
TBL1X,0.104310175046159,0.203295254609465,-0.098985079563307,0.033022219905617
UBE2R2,0.717943915489957,0.816349171727037,-0.098405256237081,0.329691189551266
SDCBP,2.12388609882087,2.22110879085685,-0.097222692035984,0.540669857454981
RASGRP2,0.245729206343558,0.342585074327523,-0.096855867983966,0.129112017703151
CEACAM4,0.161911576465793,0.258457009627992,-0.096545433162199,0.076933862524999
MTPN,0.999462912876798,1.09577400036327,-0.096311087486469,0.401578916057897
DMTN,0.107467433279769,0.203095637541303,-0.095628204261534,0.021907804925833
PILRA,0.52505210275627,0.620584980879087,-0.095532878122816,0.26925971994981
SHOC2,0.324540037037326,0.419544585965083,-0.095004548927757,0.177189699040036
GSEC,0.103753025020243,0.198299138477758,-0.094546113457515,0.044290281898355
PCMTD1,0.218494886200208,0.312941467878821,-0.094446581678613,0.110816801041002
CLEC4D,0.137843375204584,0.232150959198486,-0.094307583993901,0.067160525324933
MKRN1,0.710290818655611,0.803967080930118,-0.093676262274508,0.322587142805938
LYST,0.325579634279055,0.4181724129692,-0.092592778690146,0.185508523056319
DPEP2,0.208549419324425,0.300985657858328,-0.092436238533902,0.11708134176767
OLAH,0.028819289149189,0.121232598201538,-0.092413309052349,0.004753791337871
DENND10,0.226959111733462,0.319331341288107,-0.092372229554644,0.133093618788564
MARCH8,0.200710606962005,0.292541694914725,-0.09183108795272,0.086358155575651
RALBP1,0.668696044468239,0.759539057452092,-0.090843012983854,0.347336178584237
SLC19A1,0.11367009861423,0.204298385951004,-0.090628287336774,0.053472261449764
MXD3,0.134999483152379,0.225283036285248,-0.090283553132869,0.072560062548947
AC015871.1,0.283107745357218,0.37177061197306,-0.088662866615842,0.192423618932431
RGS18,0.250571218269495,0.338944677425338,-0.088373459155843,0.168985655495136
CYTIP,0.567395210545577,0.655376566424156,-0.087981355878579,0.327165548631391
AC096667.1,0.105708333801158,0.193652151328474,-0.087943817527316,0.054047324832872
MRVI1,0.11116599206116,0.198618220990799,-0.087452228929639,0.066751004708335
CASC3,0.259922572266255,0.347100766376766,-0.08717819411051,0.171368766881456
YPEL5,0.91791028811883,1.00469292821532,-0.086782640096495,0.432672471485067
C19orf38,0.275538767124861,0.36229048273488,-0.086751715610019,0.188579022485943
FUT7,0.060928314603252,0.147276093448758,-0.086347778845505,0.028062613448816
ZER1,0.08748086492542,0.173818861835349,-0.086337996909929,0.035879798030255
LRRC25,0.234658607095896,0.320492077689201,-0.085833470593305,0.164728653506375
SVIL,0.169365295592865,0.254732277768879,-0.085366982176014,0.12056175104289
CPD,0.556795936108864,0.642083916817184,-0.08528798070832,0.341064193239531
GLIPR2,0.555508131620633,0.640168652560073,-0.08466052093944,0.346077794204073
REPS2,0.097150905821169,0.181596982467265,-0.084446076646095,0.052929303503392
DAPP1,0.093566815625605,0.177971001043345,-0.084404185417741,0.052207477531935
STAT5B,0.234648437437402,0.318231639197884,-0.083583201760482,0.177399237023649
VNN3,0.053790847157231,0.137243287351383,-0.083452440194151,0.025946588083323
NADK,0.447384165274044,0.530810176446983,-0.083426011172939,0.304490419624911
ARHGEF40,0.421111157944175,0.504440167815542,-0.083329009871368,0.289613270751543
DAPK2,0.013400857567821,0.096442577487831,-0.08304171992001,0.003511943673487
CCNDBP1,0.33689063012304,0.419657204094534,-0.082766573971494,0.243519574286438
PBX2,0.201948012910073,0.284145107361547,-0.082197094451474,0.150099821121234
NUP214,0.620517118848279,0.702536105539475,-0.082018986691196,0.37403081417984
CD82,0.203332734476289,0.284804421233387,-0.081471686757098,0.160715639896038
AC136475.5,0.126957550220113,0.20812575389563,-0.081168203675517,0.103224178568824
TREML2,0.030378614697406,0.111010661328991,-0.080632046631585,0.012939690897378
CYFIP2,0.136304801751776,0.216574060390218,-0.080269258638442,0.104340798650199
FAM214B,0.164589807570539,0.244788288101589,-0.08019848053105,0.125577093179027
NDUFB3,0.539898408046959,0.619439919040386,-0.079541510993427,0.359545645584112
TAF7,0.318507603448954,0.397214600814589,-0.078706997365635,0.252313719098193
PHF21A,0.346953116216987,0.42371010437716,-0.076756988160173,0.289829531717184
SAP25,0.064165488305128,0.140656407484831,-0.076490919179702,0.04535258507667
RSBN1,0.238088723108373,0.314466626328421,-0.076377903220048,0.214816551795967
C18orf32,0.480395721517505,0.556613444668328,-0.076217723150823,0.354658708988193
WIPF1,0.788204133366997,0.86440715203493,-0.076203018667934,0.459679224605861
RSBN1L,0.406884161092773,0.482815661952649,-0.075931500859877,0.328215138792602
B3GNT8,0.084327477564707,0.160137018200392,-0.075809540635684,0.070589808274713
FAM117A,0.040914324636742,0.116645425989916,-0.075731101353174,0.012901709486324
MAP1LC3A,0.136136643876018,0.211836676100071,-0.075700032224053,0.124210893607576
SECTM1,0.273136253225709,0.348624887419152,-0.075488634193443,0.254022213672514
SP110,0.639424562776309,0.714882068536341,-0.075457505760032,0.423685437181602
HBD,0.170513534018979,0.245354609076047,-0.074841075057068,0.12749765084086
ELOB,1.37864748428922,1.45314644412469,-0.074498959835467,0.568487519221505
EAPP,0.188371949865368,0.262668174370114,-0.074296224504746,0.179854078695746
INKA2,0.143737351644028,0.217987827318164,-0.074250475674136,0.138649158322167
RAB3D,0.19080866364103,0.264615379844561,-0.073806716203532,0.199131923879212
SDHAF2,0.195956344991324,0.269602410857002,-0.073646065865678,0.184583411955982
MTHFS,0.493831008723969,0.566450741768087,-0.072619733044118,0.395367875140399
MID1IP1,0.352635563316126,0.425163944942753,-0.072528381626627,0.312913809639682
UNC13D,0.170854442944721,0.242027342417909,-0.071172899473188,0.177612714543797
CHST13,0,0.070333106592035,-0.070333106592035,0.001625697387462
TRIM58,0.375121068911806,0.445206389919419,-0.070085321007613,0.307507455731036
UBALD2,1.3609749487506,1.42985542445038,-0.06888047569978,0.601284416758981
VIM-AS1,0.146061174619065,0.214846548456251,-0.068785373837186,0.169620751552565
NIN,0.342120871267824,0.410677468616337,-0.068556597348514,0.339276132480547
CFAP58-DT,0.042909470631453,0.11141834734505,-0.068508876713597,0.042190833270671
DHRS9,0.112488671585341,0.180393727187757,-0.067905055602417,0.121485269365044
TMED8,0.091158046368611,0.159002702184951,-0.067844655816339,0.10444752530395
BRMS1,0.110668766005078,0.178381600971214,-0.067712834966136,0.121238041417965
BIN3,0.062042368905134,0.128937086518975,-0.066894717613841,0.064681444594597
RAB7A,1.02865007320965,1.09546356615667,-0.066813492947021,0.56456261830965
RNF44,0.180996956808203,0.247500877763731,-0.066503920955529,0.213079265739136
STK40,0.270471816787304,0.336947096843317,-0.066475280056014,0.299091209603422
HTATIP2,0.185557823629827,0.251313021268888,-0.065755197639062,0.223866910658061
STX3,0.457307505129019,0.522929117076023,-0.065621611947004,0.427955851745044
SMIM27,0.112038415855869,0.177554468238246,-0.065516052382377,0.143469382783775
HIP1,0.113807866386304,0.179295394850647,-0.065487528464343,0.147723947616533
TP53I11,0.232218335821159,0.297416684349645,-0.065198348528485,0.275695990651942
AHSP,0.080630104905928,0.145341184364824,-0.064711079458896,0.073795111719221
EVI2A,0.301724690331728,0.365862347371128,-0.0641376570394,0.331113687411382
CEBPD,5.17956781916298,5.24337629820632,-0.063808479043343,0.761817835442197
TNNI2,0.060199494879724,0.12379261734089,-0.063593122461166,0.078454394974897
TPST1,0.141374074814049,0.204934459233139,-0.06356038441909,0.189673897728172
PPM1M,0.159570020799841,0.222974811935022,-0.063404791135182,0.206808349389554
COTL1,2.70225368247721,2.76539438859709,-0.063140706119877,0.713012034605218
SNRK,0.175245326916935,0.238348733060291,-0.063103406143356,0.236617644532882
LIN7A,0.120818063818545,0.18270613872595,-0.061888074907405,0.179355785065309
STX11,0.514142228343992,0.575853277034155,-0.061711048690163,0.468807661288246
LINC02207,0.211388508778248,0.272609899933235,-0.061221391154987,0.295075942943181
CDS2,0.155931039450247,0.216804543935723,-0.060873504485476,0.220411831208018
MAPKAPK2,0.386034327319958,0.446292795531482,-0.060258468211524,0.418918643677524
MCTP2,0.247207917406809,0.307353257416589,-0.06014534000978,0.334661665438939
KREMEN1,0.03086592308085,0.090848368853512,-0.059982445772663,0.043234347996948
PXYLP1,0,0.059941739994798,-0.059941739994798,0.004793613706786
FKBP1A,0.954733277736223,1.01406299923392,-0.059329721497701,0.594092246160213
AC245407.2,0.045386209762673,0.104628845967155,-0.059242636204482,0.065811996481848
IGF1R,0.137075442237279,0.196265909038401,-0.059190466801122,0.218520729219815
CYP4F3,0.096464244743066,0.155648444484605,-0.059184199741539,0.164182204136291
MAST3,0.411136402764099,0.469954905620161,-0.058818502856062,0.446254150719003
MKNK2,0.481994510329982,0.540307710430382,-0.0583132001004,0.478573334315502
SEMA4D,0.263044698853832,0.32130361627895,-0.058258917425118,0.355602778943805
PRKCB,0.313475729735951,0.371688075401948,-0.058212345665997,0.392135087979699
MYL4,0.066569035225918,0.124462026582553,-0.057892991356636,0.082537056248681
BTNL8,0.155595845864589,0.213428902450249,-0.057833056585661,0.265120211191619
ABCA7,0.126709943912711,0.184373017959111,-0.0576630740464,0.219011144242387
DNTTIP1,0.206205709001792,0.263254151088332,-0.057048442086541,0.304528927093623
OSBP2,0.035258103914268,0.092303577359602,-0.057045473445335,0.031843052872067
TFIP11,0.030724514750454,0.087721504796699,-0.056996990046245,0.048201448048652
RBM38,0.368928655932243,0.425759080887671,-0.056830424955428,0.402888874352396
SLCO4C1,0.049991918920649,0.106776455015857,-0.056784536095208,0.089756301908314
NHSL2,0.080507838966089,0.136724937175751,-0.056217098209662,0.155818242899999
HBQ1,0.104556311647328,0.160440232392597,-0.055883920745269,0.146616582339718
UBALD1,0.046894604844439,0.102666230976248,-0.05577162613181,0.076067712946913
TXNDC12,0.142210856289411,0.197967093394665,-0.055756237105255,0.23761932891467
MPP7,0.043479313457903,0.099149363333046,-0.055670049875144,0.080697879863884
STK4,0.583317972464727,0.63892127877348,-0.055603306308753,0.529095396396729
PXN-AS1,0.033723583624073,0.089303856906123,-0.05558027328205,0.056052326683258
PHC2,1.3481212326564,1.4035014297286,-0.055380197072199,0.671781690287088
TPD52L2,0.287751720221395,0.343106740039666,-0.055355019818272,0.394318309988985
AGPAT2,0.145547206942424,0.200773540746557,-0.055226333804132,0.250455242813683
GUCD1,0.121272645105303,0.175498771114271,-0.054226126008968,0.192203591284808
MARK2,0.243202364710588,0.297281912399763,-0.054079547689175,0.37504281469879
TBKBP1,0.070112917863481,0.124098007221174,-0.053985089357693,0.149023273204605
SNRNP48,0.029095348711395,0.083026046714408,-0.053930698003013,0.042743534719062
AL662844.4,0.053853105941083,0.107426420550779,-0.053573314609696,0.112479122870322
CA1,0.122921168295104,0.176335936491354,-0.05341476819625,0.201741470134784
AC093484.3,0.013841743555048,0.066520157873681,-0.052678414318634,0.024845869152223
RAB11FIP4,0.041167629058514,0.093159688119814,-0.0519920590613,0.091848794789694
SELENBP1,0.155221436864696,0.207029328909706,-0.051807892045011,0.254560094807566
CYBRD1,0.090393250713616,0.142166463807162,-0.051773213093546,0.171908330562559
CFAP45,0,0.051431741128103,-0.051431741128103,0.008212948925514
SEPTIN1,0.046857538762146,0.098274070016519,-0.051416531254374,0.105643587324057
MIR4435-2HG,0.331238202985353,0.38247231164207,-0.051234108656717,0.468579988468287
CDIPT,0.179056647169623,0.230271044228959,-0.051214397059336,0.310073934166011
AC136475.1,0.022494595724683,0.073439962883962,-0.050945367159279,0.055517203167403
LINC02289,0.107703283881098,0.158574978729834,-0.050871694848737,0.250765686439924
CNTNAP3,0.028056197207098,0.078925394485702,-0.050869197278604,0.065269894193534
AC020636.1,0.074523394019583,0.125265564038115,-0.050742170018532,0.186204263697261
CCDC126,0.049025420272937,0.099757057347897,-0.05073163707496,0.110872492797803
RALB,0.400082890913625,0.450721982841185,-0.05063909192756,0.507621221959449
TSTD1,0.234763647595711,0.285216447948002,-0.050452800352291,0.398473542518068
LINC01765,0,0.050182792216974,-0.050182792216974,0.008286182323879
AC008875.3,0.111751868550396,0.161689037456211,-0.049937168905814,0.254815454305707
AC092746.1,0,0.049710828591902,-0.049710828591902,0.008436420653201
LHFPL5,0.038517961938834,0.087897565649429,-0.049379603710595,0.107428229686225
TADA2B,0.036798988946043,0.08615253928911,-0.049353550343067,0.090483813608257
ECHDC3,0.156043930194924,0.205120810859153,-0.049076880664229,0.32641950242428
PLIN4,0.020118462571419,0.068952132483656,-0.048833669912236,0.048231746659034
ARID1A,0.330532267601794,0.379362184648517,-0.048829917046722,0.475455452728279
AC020911.2,0.096851240263778,0.145612638474293,-0.048761398210516,0.234976381569454
CDC42EP2,0.046856523478577,0.095360375533761,-0.048503852055184,0.129219558808551
DSC2,0.182919589136835,0.231412990687993,-0.048493401551158,0.360308553669685
TOLLIP,0.229932301741373,0.278336784708521,-0.048404482967148,0.399429082160332
PIM2,0.071362495422308,0.119662455457626,-0.048299960035318,0.183531626113288
ABCA2,0.046906144645291,0.095109978494678,-0.048203833849387,0.131114235518726
FAM110A,0.011226365211898,0.059399596561287,-0.048173231349389,0.024258648385805
ITGAL,0.076494819613882,0.124578887797774,-0.048084068183891,0.190928957982454
U62317.4,0.095360161839185,0.143292355217751,-0.047932193378566,0.243190996325091
LAMTOR5,0.83355546647371,0.881378920581891,-0.047823454108181,0.649301930271329
ANK1,0.028122847834299,0.07590108902224,-0.047778241187941,0.045188268495743
F2RL1,0.013533625093591,0.061246418270412,-0.047712793176821,0.0353932729147
PGS1,0.451998771574442,0.499604674597691,-0.047605903023249,0.556947104832409
MAP2K3,0.670669919759222,0.718041141348666,-0.047371221589445,0.608543727836568
LINC02352,0.034224658483612,0.081473142129978,-0.047248483646366,0.1041374154506
RASSF5,0.329891148230909,0.376963474254959,-0.04707232602405,0.491480159393712
AC130456.3,0.110456852728484,0.157515053601669,-0.047058200873185,0.233426877396851
EXTL3,0.103201787605141,0.150044104174199,-0.046842316569057,0.261918335399964
PRKD2,0.156458039862069,0.203168049403934,-0.046710009541865,0.352696152997195
STXBP5,0.073821127219193,0.120457315828813,-0.04663618860962,0.205977188466603
UBLCP1,0.093394833193388,0.139868023188787,-0.046473189995399,0.241111855405794
LINC00639,0.023123494797814,0.069255077143056,-0.046131582345242,0.083388628877289
ACY3,0.034889823602492,0.080688320208569,-0.045798496606077,0.084035676480943
ST6GALNAC2,0.019954706692294,0.065640755593933,-0.045686048901639,0.064754595441738
EMP3,0.965426938442381,1.01079500800274,-0.045368069560359,0.687538293598264
NUP50-DT,0,0.045357720388907,-0.045357720388907,0.008768601712702
WDTC1,0.13712948323921,0.182438422521268,-0.045308939282058,0.327277972183943
BX640514.2,0,0.044555309707343,-0.044555309707343,0.014630314651605
MINDY1,0.064763306647097,0.109164942303106,-0.04440163565601,0.202682480346111
PRKCZ,0.035687371467646,0.080075006204291,-0.044387634736645,0.125484663519399
PI3,0.03711782365914,0.081492013441072,-0.044374189781932,0.13469153770473
NEIL3,0.007842107855455,0.051976864518534,-0.044134756663079,0.037264851425393
CLEC9A,0.045548450469939,0.089392355746889,-0.04384390527695,0.1188923830665
SLC16A5,0.018577708877672,0.06241474333325,-0.043837034455578,0.063524268702507
PCBP3,0,0.043773487610038,-0.043773487610038,0.014397548726636
TLR8,0.092158628736293,0.135901160808581,-0.043742532072288,0.272011555183346
ST20-AS1,0.029686109971611,0.073345122025357,-0.043659012053746,0.102592641124311
PDCD4-AS1,0.076170034247055,0.119625074990575,-0.04345504074352,0.241993654761652
GSR,0.189966628441268,0.233157125862489,-0.043190497421221,0.417091971386004
SMIM5,0.027717112945321,0.070903593093236,-0.043186480147915,0.064207777108972
TRIOBP,0.14489874615212,0.187868594066924,-0.042969847914804,0.362173759496091
TLR5,0.217257876014887,0.260161975920438,-0.042904099905551,0.444754576149046
APH1B,0.164909438380755,0.207715161765544,-0.042805723384789,0.385478635839181
FMNL1,0.957570506138422,1.00033342443495,-0.042762918296524,0.702984204766914
CNTNAP3B,0,0.042701599922085,-0.042701599922085,0.014597612215229
SEC62,0.6466167703233,0.689251841798069,-0.042635071474769,0.643410714829306
TLR6,0.163186276944816,0.205687074955548,-0.042500798010732,0.401236851160153
PDZK1IP1,0.209234292675789,0.251579730895393,-0.042345438219604,0.407519998447006
REM2,0,0.042305627033821,-0.042305627033821,0.014382109626979
DRC1,0.007973051392882,0.050207148593372,-0.04223409720049,0.041155264694733
AL035661.1,0,0.041960971175033,-0.041960971175033,0.014519435116661
LINC01410,0.047552335916048,0.089286960191973,-0.041734624275925,0.17545000572403
CYP1B1,0.061934184568526,0.103662555155546,-0.04172837058702,0.228380666673244
AC007613.1,0.021186959186935,0.062903610718199,-0.041716651531264,0.087398576227505
RAB32,0.497465769712705,0.539047859438903,-0.041582089726198,0.615336111191928
RTN3,1.10902796709785,1.15010946026477,-0.041081493166919,0.732759623896081
TRIM34,0.047165067053987,0.087976775303921,-0.040811708249934,0.16794592162893
SNAI3,0.017747333936189,0.058230794680022,-0.040483460743832,0.066111230896927
BATF3,0.011136916311883,0.051123849378264,-0.039986933066381,0.043488942954912
